id;name;ac;hp;bab;attacks;color_metal;color_minor;color_major;color_skin;color_leather;color_armor;color_hair;str;dex;con;int;wis;cha;race
60WIGHTL;Wight Lord;17;70;7;3;30;37;50;12;23;28;0;19;15;10;11;13;16;108
60WRAITH;Wraith;12;68;5;1;30;37;65;12;23;28;0;10;16;10;14;14;15;167
60WRAITN;Wraith;12;68;0;0;30;37;65;12;23;28;0;10;16;10;14;14;15;167
60YTARCH;Yuan-ti Archer;19;93;12;2;30;37;53;12;23;28;0;19;13;17;18;18;16;168
60YTCOOK;Yuan-ti Cook;19;60;7;2;30;37;52;12;23;28;0;17;13;10;17;13;10;168
60YTELIT;Yuan-ti Elite;19;93;13;0;30;37;53;12;23;28;0;20;13;17;18;18;16;168
60YTHIPR;Yuan-ti Priest;19;64;0;0;30;37;49;12;23;28;0;17;15;17;18;18;16;168
60YTPRIE;Yuan-ti Half-Breed Priestess;14;41;0;0;30;37;50;12;23;28;0;15;13;13;18;18;16;168
60YTSORC;Yuan-ti Half-Breed Sorceress;11;40;0;0;30;37;51;12;23;28;0;15;13;13;18;18;16;168
60YUANTI;Yuan-ti Abomination;19;60;7;0;30;37;52;12;23;28;0;19;13;17;18;18;16;168
61ALCHEM;D'hey-jazerrion;16;48;7;2;110;71;46;7;83;72;19;10;10;10;18;10;16;168
61AMPHIT;Amphitheatre;0;100;0;0;30;37;57;12;23;28;0;10;10;10;10;10;10;255
61ARCHON;Archon;20;210;20;5;0;0;55;0;0;0;0;18;18;18;18;18;18;167
61AWYVER;Ancient Wyvern;25;188;17;3;30;37;57;12;23;28;0;21;14;17;8;14;11;118
61BRIDGE;Bridge;0;100;0;0;30;37;57;12;23;28;0;10;10;10;10;10;10;255
61CITADE;King Lothar's Citadel;0;100;0;0;30;37;57;12;23;28;0;10;10;10;10;10;10;255
61DAWYVE;Ancient Wyvern;25;188;17;3;30;37;57;12;23;28;0;21;14;17;8;14;11;118
61DEFREE;Efreeti;18;65;15;2;30;37;57;14;23;28;0;23;17;14;12;15;15;175
61DFIRPE;Flamewalker;16;40;8;1;0;0;55;0;0;0;0;12;17;14;4;11;11;152
61DHELHO;Hell Hound;16;48;7;2;0;0;55;0;0;0;0;13;13;13;6;10;6;105
61DLIZLE;Elite Lizardman Warrior;18;90;11;3;30;37;57;12;23;28;0;14;11;14;10;11;11;157
61DLOTHA;King Lothar;21;120;20;3;0;0;33;0;0;0;0;31;9;21;10;10;11;153
61DMEPLA;Lava Mephit;16;24;4;2;0;0;55;0;0;0;0;10;13;10;12;11;15;152
61DTROLL;Troll;18;48;11;3;30;37;74;12;23;28;0;23;14;23;6;9;6;165
61DYAARC;Yuan-ti Archer;21;72;13;2;66;31;57;67;23;66;74;19;13;17;18;18;16;168
61DYAPRI;Yuan-ti Priest;21;72;13;2;0;0;82;0;0;0;0;19;13;17;18;18;16;168
61DYASEN;Yuan-Ti Champion;21;82;13;2;66;31;57;67;23;66;74;20;13;18;18;18;16;168
61DYHPRI;Yuan-ti Half-Breed Priestess;18;72;10;2;0;0;67;0;0;0;0;16;14;14;18;18;16;168
61DYHSOR;Yuan-ti Half-Breed Sorceress;18;62;10;2;0;0;71;0;0;0;0;14;16;14;18;18;16;168
61DYPBLA;Yuan-ti Pureblood Thief;17;58;8;2;39;65;65;67;0;41;74;11;14;12;18;18;16;168
61DYPFIG;Yuan-ti Pureblood Warrior;17;63;8;3;73;66;66;67;101;73;74;14;13;12;18;18;16;168
61EFREET;Efreeti;18;65;15;2;30;37;57;14;23;28;0;23;17;14;12;15;15;175
61EMBASS;Ambassador Jasper's Embassy;0;100;0;0;30;37;57;12;23;28;0;10;10;10;10;10;10;255
61FEYR;Feyr;18;52;7;2;30;37;88;15;23;28;0;14;12;10;5;10;3;255
61FIRPEO;Flamewalker;16;40;8;1;0;0;55;0;0;0;0;12;17;14;4;11;11;152
61GOLIRO;Iron Golem;30;99;23;2;0;0;55;0;0;0;0;33;9;10;3;11;3;156
61GRISHU;High Commander Grishum;18;100;14;3;66;31;57;67;23;66;74;16;16;16;18;18;16;168
61HELHOU;Hell Hound;16;48;7;2;0;0;55;0;0;0;0;13;13;13;6;10;6;105
61HISTAC;Histachii;17;62;7;3;0;0;55;0;0;0;0;17;15;16;5;6;4;168
61HISTAR;Histachii;17;62;7;3;0;0;55;0;0;0;0;17;15;16;5;6;4;168
61IZBEL2;High Sorceress Izbelah;18;120;13;2;0;0;55;0;0;0;0;15;16;14;18;18;19;168
61IZBELA;High Sorceress Izbelah;18;120;13;2;0;0;55;0;0;0;0;15;16;14;18;18;19;168
61JAGUAR;Ferocious Jaguar;17;64;8;4;30;37;57;12;23;28;0;16;20;15;3;12;6;255
61JASPER;Ambassador Jasper;18;70;10;3;30;37;68;12;23;28;0;14;13;12;14;15;13;161
61LIZLEA;Elite Lizardman Warrior;18;90;11;3;30;37;57;12;23;28;0;14;11;14;10;11;11;157
61LIZLER;Elite Lizardman;18;90;11;3;30;37;57;12;23;28;0;14;11;14;10;11;11;157
61LIZSHA;Lizard Man Shaman;16;62;8;3;0;0;55;0;0;0;0;13;10;13;9;18;10;157
61LIZSHR;Lizard Man Shaman;16;62;8;3;0;0;55;0;0;0;0;13;10;13;9;18;10;157
61LIZWAR;Lizard Man Warrior;15;52;8;3;30;37;57;12;23;28;0;13;10;13;9;10;10;157
61LIZWRR;Lizard Man;15;52;8;3;30;37;57;12;23;28;0;13;10;13;9;10;10;157
61LOTHAR;King Lothar;21;120;20;3;0;0;33;0;0;0;0;31;9;21;10;10;11;153
61MANDAL;Mandal Graye;15;140;10;5;105;29;58;12;91;21;47;10;20;10;10;10;10;1
61MEPLAV;Lava Mephit;16;24;4;2;0;0;55;0;0;0;0;10;13;10;12;11;15;152
61MUSJEL;Mustard Jelly;4;70;6;1;0;0;49;0;0;0;0;15;3;15;3;3;3;119
61NHEERO;Nheero Fhutma;10;50;0;0;98;97;97;114;0;98;0;10;10;10;25;25;10;1
61PALACE;Lord Pyros' Palace;0;100;0;0;30;37;57;12;23;28;0;10;10;10;10;10;10;255
61PRISF1;Prisoner;10;7;0;0;28;45;45;13;21;28;0;9;9;9;9;9;9;1
61PRISF2;Prisoner;10;27;0;0;29;50;105;11;91;29;2;14;14;14;13;14;12;1
61PRISF3;Prisoner;10;7;0;0;35;54;49;108;69;35;2;9;9;9;9;9;9;1
61PRISI1;Prisoner;10;80;0;0;31;66;66;12;47;31;3;10;14;18;18;14;20;1
61PRISI2;Prisoner;10;104;0;0;28;66;110;90;22;100;0;10;10;10;14;18;10;1
61PRISI3;Prisoner;16;70;0;0;103;57;47;89;41;103;110;9;18;9;15;18;9;1
61PRISTR;Prisoner;18;48;9;3;30;37;74;12;23;28;0;23;14;23;6;9;6;165
61PRISU1;Master of Locks;10;1;0;0;102;95;22;88;65;102;0;10;30;10;10;10;10;1
61PRISU2;Prisoner;10;7;0;0;96;55;91;84;21;96;2;25;9;9;5;9;9;1
61PRISU3;Prisoner;10;7;0;0;24;94;94;85;94;24;0;20;14;14;5;14;9;1
61PYROS;Lord Pyros;25;204;25;4;0;0;80;0;0;0;0;22;29;10;10;11;11;152
61PYROSD;Lord Pyros;18;126;15;2;0;0;55;0;0;0;0;20;9;9;18;9;15;152
61RAKSHA;Nathaniel;25;130;9;3;110;91;69;12;29;30;1;12;14;16;13;15;17;178
61REFREE;Efreeti;18;65;15;2;30;37;57;14;23;28;0;23;17;14;12;15;15;175
61RJAGUA;Ferocious Jaguar;17;64;8;4;30;37;57;12;23;28;0;16;20;15;3;12;6;255
61RYHPRI;Yuan-ti Half-Breed Priestess;18;72;10;2;0;0;67;0;0;0;0;16;14;14;18;18;16;168
61RYHSOR;Yuan-ti Half-Breed Sorceress;18;62;10;2;0;0;71;0;0;0;0;14;16;14;18;18;16;168
61SALFRO;Frost Salamander;18;56;9;3;30;37;68;12;23;28;0;14;13;12;14;15;13;161
61SKEARM;Armored Skeleton;16;68;8;2;30;37;57;14;23;28;0;18;12;10;3;10;11;115
61SLIOLI;Olive Slime;11;40;60;1;0;0;55;0;0;0;0;10;10;10;3;3;3;119
61SNAGIA;Monstrous Snake;15;52;8;2;30;37;57;12;23;28;0;16;20;13;3;12;3;255
61SPIGIA;Giant Spider;16;64;8;2;30;37;57;12;23;28;0;16;20;12;3;10;3;116
61SPISWD;Sword Spider;18;70;12;4;30;37;69;12;23;28;0;18;20;12;3;10;3;116
61STOSLB;Stone Block;20;100;0;0;0;0;55;0;0;0;0;10;10;10;10;10;10;255
61THORAS;Thorasskus;19;96;14;3;5;46;60;70;0;5;3;20;14;18;18;18;16;168
61THRONE;King Lothar's Throne;0;100;0;0;30;37;57;12;23;28;0;10;10;10;10;10;10;255
61TROLL;Troll;18;48;11;3;30;37;74;12;23;28;0;23;14;23;6;9;6;165
61VENOMI;Inquisitor Venomin;16;48;7;2;68;46;58;67;93;68;74;11;13;11;18;18;16;168
61WEBGEN;;0;100;0;0;0;0;55;0;0;0;0;10;10;10;10;10;10;255
61WYVERN;Wyvern;17;59;9;4;30;37;57;12;23;28;0;19;12;15;6;12;9;118
61WYVERR;Wyvern;17;59;9;4;30;37;57;12;23;28;0;19;12;15;6;12;9;118
61XEFREE;Efreeti;18;65;15;2;30;37;57;14;23;28;0;23;17;14;12;15;15;175
61XFIRPE;Flamewalker;16;40;8;1;0;0;55;0;0;0;0;12;17;14;4;11;11;152
61XHELHO;Hell Hound;16;48;7;2;0;0;55;0;0;0;0;13;13;13;6;10;6;105
61XMEPLA;Lava Mephit;16;24;4;2;0;0;55;0;0;0;0;10;13;10;12;11;15;152
61XTROLL;Troll;18;48;11;3;30;37;74;12;23;28;0;23;14;23;6;9;6;165
61YAARCH;Yuan-ti Archer;21;72;13;2;66;31;57;67;23;66;74;19;13;17;18;18;16;168
61YAPRIE;Yuan-ti Priest;21;72;13;2;0;0;82;0;0;0;0;19;13;17;18;18;16;168
61YASENT;Yuan-Ti Champion;21;82;13;2;66;31;57;67;23;66;74;20;13;18;18;18;16;168
61YASUMM;Yuan-ti Priest;21;72;13;2;0;0;82;0;0;0;0;19;13;17;18;18;16;168
61YHPRIE;Yuan-ti Half-Breed Priestess;18;72;10;2;0;0;67;0;0;0;0;16;14;14;18;18;16;168
61YHSORC;Yuan-ti Half-Breed Sorceress;18;62;10;2;0;0;71;0;0;0;0;14;16;14;18;18;16;168
61YPBLAD;Yuan-ti Pureblood Thief;17;58;8;2;39;65;65;67;0;41;74;11;14;12;18;18;16;168
61YPBLAR;Yuan-ti Pureblood Thief;17;58;8;2;39;65;65;67;0;41;74;11;14;12;18;18;16;168
61YPFIGH;Yuan-ti Pureblood Warrior;17;63;8;3;73;66;66;67;101;73;74;14;13;12;18;18;16;168
61YPFIGR;Yuan-ti Pureblood Warrior;17;63;8;3;73;66;66;67;101;73;74;14;13;12;18;18;16;168
61ZILTYO;Zil-t'yor;22;130;14;2;0;0;55;0;0;0;0;18;8;16;17;15;15;177
62BWHT;Barrow Wight;14;120;8;2;30;37;68;12;23;28;0;16;12;18;11;13;15;167
62CBNS;Cold Bones;16;82;8;2;30;37;57;17;23;28;0;14;17;15;9;9;9;167
62CBNS2;Cold Bones;16;82;9;2;30;37;57;17;23;28;0;14;17;15;9;9;9;167
62CBNS3;Cold Bones;15;82;9;2;30;37;57;17;23;28;0;14;17;15;9;9;9;167
62CBNS4;Cold Bones;18;82;9;2;30;37;57;17;23;28;0;14;17;15;9;9;9;167
62CBNS5;Cold Bones;14;82;9;2;30;37;57;17;23;28;0;14;17;15;9;9;9;167
62CBNS6;Cold Bones;16;82;9;2;30;37;57;17;23;28;0;14;17;15;9;9;9;167
62CBNS7;Cold Bones;15;82;9;2;30;37;57;17;23;28;0;14;17;15;9;9;9;167
62DRDAR;Elven Dread Archer;16;96;9;2;0;66;29;18;82;66;17;14;22;16;8;8;3;2
62DRDEL;Elven Dread Warrior;18;96;10;2;0;66;29;18;66;66;17;14;22;16;8;8;3;2
62DRDEL2;Elven Dread Warrior;18;96;15;3;0;66;29;18;66;66;17;16;20;16;8;8;3;2
62DRDEL3;Elven Dread Warrior;18;86;15;3;0;66;29;18;66;66;17;16;20;16;8;8;3;2
62DRDEL4;Elven Dread Warrior;18;76;15;3;0;66;29;18;66;66;17;16;20;16;8;8;3;2
62DRDEL5;Elven Dread Warrior;18;96;15;3;0;66;29;18;66;66;17;16;20;16;8;8;3;2
62DRDEL6;Elven Dread Warrior;18;96;15;3;0;66;29;18;66;66;17;16;20;16;8;8;3;2
62DRDEL7;Elven Dread Warrior;18;96;15;3;0;66;29;18;66;66;17;16;20;16;8;8;3;2
62DRDEL8;Elven Dread Warrior;18;96;15;3;0;66;29;18;66;66;17;16;20;16;8;8;3;2
62DRDEL9;Elven Dread Warrior;20;96;15;3;0;66;29;18;66;66;17;16;20;16;8;8;3;2
62DRDOR2;Orc Dread Warrior;18;66;11;2;30;37;71;17;21;29;5;18;15;16;6;6;3;160
62DRDOR3;Orc Dread Warrior;18;66;11;2;30;37;71;17;21;29;5;18;15;16;6;6;3;160
62DRDOR4;Orc Dread Warrior;18;66;11;2;30;37;71;17;21;29;5;18;15;16;6;6;3;167
62DRDOR5;Orc Dread Warrior;18;66;11;2;30;37;71;17;21;29;5;18;15;16;6;6;3;160
62DRDOR6;Orc Dread Warrior;18;66;11;2;30;37;71;17;21;29;5;18;15;16;6;6;3;160
62DRDOR7;Orc Dread Warrior;18;86;11;2;30;37;71;17;21;29;5;18;15;18;6;6;3;160
62DRDOR8;Orc Dread Warrior;18;96;11;2;30;37;71;17;21;29;5;18;15;20;6;6;3;160
62DRDOR9;Orc Dread Warrior;18;66;11;2;30;37;71;17;21;29;5;18;15;16;6;6;3;160
62DRDORE;Orc Dread Warrior;16;46;9;2;30;37;71;17;21;29;5;18;15;16;6;6;3;160
62DREDEL;Elven Dread Warrior;16;96;12;2;0;66;66;18;21;66;17;16;19;16;8;8;3;2
62DREDOR;Orc Dread Warrior;17;66;12;2;30;37;71;17;21;29;5;18;15;16;6;6;3;160
62DRGARD;Orc Dread Warrior;18;66;11;1;30;37;71;17;21;29;5;18;15;16;6;6;3;160
62ELFIG;Elven Fighter;14;80;14;3;30;60;56;12;23;28;0;16;20;14;12;16;15;2
62ELFIG2;Elven Fighter;16;80;14;3;30;60;56;12;23;28;3;16;19;14;12;16;15;2
62ELFIG3;Festering Drowned Dead;20;111;12;2;30;37;69;12;23;28;0;23;18;18;9;9;9;167
62EORO;Elite Neo Orog;16;84;12;2;33;66;68;19;23;33;0;18;14;16;12;12;9;160
62EORO2;Elite Neo Orog;18;84;12;2;33;66;68;19;23;33;0;18;14;16;12;12;9;160
62EORO3;Elite Neo Orog;15;74;12;2;33;66;69;19;23;33;0;18;14;16;12;12;9;160
62FDND;Festering Drowned Dead;22;136;10;2;30;37;52;12;23;28;0;30;14;18;9;9;9;167
62FDND2;Festering Drowned Dead;22;136;12;2;30;37;56;12;23;28;0;24;14;18;9;9;9;167
62FDND3;Festering Drowned Dead;22;136;12;2;30;37;57;12;23;28;0;24;18;18;9;9;9;167
62FDND4;Festering Drowned Dead;22;136;12;2;30;37;57;12;23;28;0;24;14;18;9;9;9;167
62FEYR;Feyr;18;48;6;2;30;37;59;15;23;28;0;14;16;12;12;10;3;255
62FEYR2;Feyr;18;48;6;2;30;37;59;15;23;28;0;14;16;12;12;10;3;255
62FEYR3;Feyr;18;48;6;2;30;37;59;15;23;28;0;14;16;12;12;10;3;255
62GFYR;Greater Feyr;20;145;14;3;30;37;70;15;23;28;0;18;19;15;14;18;3;255
62GFYR2;Greater Feyr;20;145;15;3;30;37;70;15;23;28;0;18;19;15;14;18;3;255
62GFYR3;Greater Feyr;20;145;15;3;30;37;70;15;23;28;0;18;19;15;14;18;3;255
62GORG;Gorg;20;126;16;3;30;37;73;17;21;29;5;20;15;18;6;10;3;160
62HADR;Half-Dragon;16;144;12;2;100;66;70;52;23;94;0;18;14;18;8;10;14;187
62HADR2;Half-Dragon;18;144;16;2;100;66;70;52;23;94;0;18;14;18;8;10;9;187
62HADRR;Half-Dragon;16;165;11;2;100;66;67;52;23;94;0;20;16;18;8;14;12;187
62HAGOB;Elite Half Goblin;12;90;10;2;29;47;66;20;0;21;7;16;16;18;12;12;10;155
62HAGOB1;Elite Half Goblin;12;100;12;2;29;47;66;20;0;21;15;16;16;18;12;12;10;155
62HAGOB2;Half-Goblin;12;80;9;2;29;47;66;20;0;21;19;15;16;18;12;12;10;155
62HAGOB3;Half-Goblin;11;90;10;2;29;47;66;20;0;21;18;15;16;18;12;12;10;155
62HALFOR;Half-Orc;14;80;11;2;100;66;66;7;23;94;0;18;14;16;8;10;9;160
62HAYUA;Yuan-Ti Halfbreed;16;80;14;3;30;37;67;15;23;28;0;14;16;16;10;12;9;168
62HAYUA1;Yuan-Ti Halfbreed;16;80;14;3;30;37;67;15;23;28;0;15;16;16;10;12;9;168
62HAYUA2;Yuan-Ti Halfbreed;16;80;14;3;30;37;67;15;23;28;0;15;16;16;10;12;9;168
62HAYUA3;Yuan-Ti Halfbreed;16;80;14;3;30;37;67;15;23;28;0;15;16;16;10;12;9;168
62HAYUA4;Yuan-Ti Halfbreed;16;80;14;3;30;37;67;15;23;28;0;15;16;16;10;12;9;168
62HAYUA5;Yuan-Ti Halfbreed;16;80;14;3;30;37;67;15;23;28;0;15;16;16;10;12;9;168
62HORC;Half-Orc;12;80;11;2;100;66;66;7;23;94;0;20;14;16;8;10;9;160
62HORC2;Half-Orc;12;72;9;2;100;66;66;7;23;94;0;20;14;16;8;10;9;160
62HORC3;Half-Orc;12;80;11;2;100;66;66;7;23;94;0;20;14;16;8;10;9;160
62HORC4;Half-Orc;10;78;11;2;100;66;66;7;23;94;0;20;14;16;8;10;9;160
62ICEZOM;Ice Zombie;15;72;12;2;30;37;57;14;23;28;0;15;16;15;5;9;9;167
62KRATU;Kratuuk;18;180;10;2;30;47;73;18;0;29;5;18;14;15;10;18;8;160
62MDARF;M'darfein;22;160;15;2;30;47;45;18;0;29;112;16;20;12;26;15;8;2
62NEOORC;Neo-Orog Priest;12;124;0;0;31;56;58;11;23;29;5;16;15;16;10;18;9;160
62NEOORG;Neo-Orog General;16;112;14;3;31;56;79;11;23;29;5;18;15;16;10;18;9;160
62NEOORN;Neo-Orog Priest;12;124;0;0;31;56;58;11;23;29;5;16;15;16;10;18;9;160
62OROC;Neo-Orog Priest;20;144;15;2;31;56;58;11;23;29;5;16;15;16;10;18;9;160
62OROGC;Neo-Orog Priest;20;144;12;2;31;56;58;11;23;29;5;16;15;16;10;18;9;160
62OROGC2;Neo-Orog Priest;20;144;12;2;31;56;58;11;23;29;5;16;15;16;10;18;9;160
62OROGR;Red Neo Orog;15;52;6;1;33;66;25;19;23;33;0;17;14;16;12;12;9;160
62OROGR2;Red Neo Orog;16;65;9;1;33;66;25;19;23;33;0;17;14;16;12;12;9;160
62OROGR3;Red Neo Orog;16;65;9;1;33;66;25;19;23;33;0;17;14;16;12;12;9;160
62OROGR4;Red Neo Orog;16;65;9;1;33;66;25;19;23;33;0;17;14;16;12;12;9;160
62OROGR5;Red Neo Orog;16;65;9;1;33;66;25;19;23;33;0;17;14;16;12;12;9;160
62OROGR6;Red Neo Orog;16;65;9;1;33;66;25;19;23;33;0;17;14;16;12;12;9;160
62OROGR7;Red Neo Orog;16;65;9;1;33;66;25;19;23;33;0;17;14;16;12;12;9;160
62OROGR8;Red Neo Orog;16;65;9;1;33;66;25;19;23;33;0;17;14;16;12;12;9;160
62OROGR9;Red Neo Orog;16;65;9;1;33;66;25;19;23;33;0;17;14;16;12;12;9;160
62PUUK;Blahg'mah;20;146;16;3;30;37;69;17;21;29;5;22;16;18;10;10;3;160
62REDWI;Red Wizard ;14;64;8;1;33;62;46;8;104;28;6;9;16;10;18;15;9;1
62REDWI2;Red Wizard ;15;64;8;1;33;62;46;22;104;28;2;9;16;10;18;15;9;1
62REDWI3;Red Wizard ;15;64;8;1;33;62;46;8;104;28;0;9;16;10;18;15;9;1
62REDWI4;Red Wizard ;12;64;8;1;33;62;46;22;104;28;0;9;16;10;18;15;9;1
62REDWIN;Red Wizard ;15;64;8;1;33;62;46;8;104;28;0;9;16;10;18;15;9;1
62SAABL1;Saablic Tan;16;120;5;0;33;62;47;9;96;28;6;9;15;10;18;16;9;1
62SAABL2;Saablic Tan;24;200;15;2;33;62;47;9;96;28;6;10;15;10;24;16;9;1
62SARALD;Saralon_Dead;8;1;3;0;30;60;56;12;23;28;3;12;14;14;12;16;15;2
62SARALO;Saralon D'frayn;8;60;3;0;30;60;56;12;23;28;3;12;14;14;12;16;15;2
62SKXVM;Slayer Knight of Xvim;15;126;15;2;47;66;47;112;29;47;19;20;16;18;10;18;18;164
62SKXVM2;Slayer Knight of Xvim;15;126;15;2;47;66;47;112;29;47;19;20;16;18;10;18;18;164
62SPBLD;Fallen Bladesinger;16;86;15;3;0;66;104;29;66;66;0;16;22;16;8;8;3;167
62TSOL;Tsol Silverblade;16;90;15;3;30;60;56;12;23;28;3;16;20;16;12;16;15;2
62TSOLD;Tsol Silverblade;16;90;10;0;30;60;56;12;23;28;3;16;19;16;12;16;15;2
62WANMOK;Wanmok;21;150;14;3;33;66;88;11;23;33;6;24;16;18;12;15;9;160
62WTRFAL;Partially Frozen Waterfall;50;1000;20;1;0;0;55;0;0;0;0;3;3;3;3;3;3;255
633HORC2;Half-Orc;12;72;12;2;100;66;66;7;23;94;0;20;14;16;8;10;9;160
633SSXVM;Slayer Knight of Xvim;15;126;15;2;47;66;47;112;29;47;19;20;16;18;10;18;18;164
63ABASH;Red Abishai;18;96;0;0;30;37;57;12;23;28;0;17;17;17;12;14;16;164
63ABGD;Apocalyptic Boneguard;21;136;15;5;30;37;68;12;23;28;0;28;18;18;9;9;9;167
63ABGDEN;Apocalyptic Boneguard;21;136;15;3;30;37;68;12;23;28;0;28;18;18;9;9;9;167
63ABGDN;Apocalyptic Boneguard;21;136;15;5;30;37;47;12;23;28;0;28;18;18;9;9;9;167
63BHDR;Half-Dragon;18;144;0;0;100;66;80;52;23;94;0;18;14;18;8;10;9;187
63BUVAI;Buvai de'Naly;14;108;0;0;33;62;47;21;58;28;5;9;16;10;22;16;14;183
63CEDDED;Cedrin Zil;20;57;9;2;27;66;46;8;92;100;8;10;12;10;18;12;16;1
63CEDRIN;Cedrin Zil;20;57;9;2;27;66;46;8;92;100;8;10;12;10;18;12;16;1
63CHIM;Chimera;15;110;0;0;30;37;67;12;23;28;0;19;13;17;4;13;10;186
63CHIMH;Chimera;16;110;10;4;30;37;67;12;23;28;0;19;13;17;4;13;10;186
63COOK;Kitchen Servant;10;6;1;1;27;50;52;9;22;30;0;9;9;9;9;9;9;1
63COOK2;Miram;10;6;1;1;27;50;52;9;22;30;0;9;9;9;9;9;9;1
63DMNCON;Demonic Construct;23;252;9;4;30;37;73;12;23;28;0;25;10;19;16;16;16;164
63DMNGEM;Globe of Essence;10;200;0;0;0;0;55;0;0;0;0;9;9;18;9;9;9;164
63DRACE;Dracein;20;118;17;0;0;0;67;0;0;0;0;19;14;19;12;16;10;187
63DRDEL;Elven Dread Warrior;20;96;12;3;0;66;29;18;66;66;17;16;20;16;8;8;3;167
63DROTH;Hatemaster Drothan;25;192;11;0;0;0;55;0;0;0;0;24;17;16;12;19;6;160
63EELE;Earth Elemental;18;152;19;3;30;37;57;14;23;28;0;29;8;21;6;11;11;152
63EELE2;Earth Elemental;20;199;23;3;30;37;57;14;23;28;0;31;8;21;6;11;11;152
63EELE3;Earth Elemental;22;228;27;3;30;37;57;14;23;28;0;33;8;21;6;11;11;152
63ERADRU;Ruinlord Eradru;14;130;13;3;0;0;55;0;0;0;0;22;17;16;12;19;6;160
63FBUVAI;Buvai de'Naly;14;108;10;2;33;62;47;21;58;28;5;9;16;10;22;15;9;183
63FCRYMK;Crystalline Monk;20;176;12;3;102;47;66;110;110;102;102;20;14;18;10;16;9;156
63FOOD;Food barrel;10;6;0;1;27;50;52;9;22;30;0;3;3;3;3;3;3;190
63FORMIS;Ormis Dohor;20;198;16;5;102;47;96;30;47;102;102;14;24;14;12;18;12;183
63FSHDMK;Shadow Monk;16;144;14;3;66;47;65;75;66;66;66;14;18;14;10;16;12;183
63FSNDMK;Sand Monk;14;144;12;3;99;99;99;99;99;99;99;16;18;14;10;18;10;156
63FW1;Worker;10;8;0;1;24;14;39;12;22;93;1;9;9;9;9;9;9;1
63FW2;Worker;10;8;0;1;24;14;50;12;22;93;5;9;9;9;9;9;9;1
63FW3;Worker;10;8;0;1;100;14;72;12;22;93;0;9;9;9;9;9;9;1
63FW4;Worker;10;8;0;1;100;52;56;12;22;93;2;9;9;9;9;9;9;1
63FYNNE;Fynne;20;53;8;2;100;15;46;9;92;98;9;10;10;8;17;12;12;1
63GADU;Ruinlord Gadu Crum;12;162;13;3;0;0;55;0;0;0;0;26;16;16;12;20;6;160
63GLABS1;Glabrezu Guard;27;85;9;4;30;37;73;12;23;28;0;25;10;19;16;16;16;164
63GLABS2;Glabrezu Guard;27;85;9;4;30;37;73;12;23;28;0;25;10;19;16;16;16;164
63GLABS3;Glabrezu Guard;27;85;9;4;30;37;73;12;23;28;0;25;10;19;16;16;16;164
63GLABSL;Glabrezu Guard;27;85;9;4;30;37;73;12;23;28;0;25;10;19;16;16;16;164
63GLABSR;Glabrezu Guard;27;85;9;4;30;37;73;12;23;28;0;25;10;19;16;16;16;164
63GLBNXP;Glabrezu Guard;27;85;9;4;30;37;73;12;23;28;0;25;10;19;16;16;16;164
63GLBXP;Glabrezu Guard;27;85;9;4;30;37;73;12;23;28;0;25;10;19;16;16;16;164
63GRDAR;Guard;20;110;15;3;30;37;67;14;21;28;0;14;18;16;11;13;10;3
63GRDCOM;Guard Commander;25;110;18;3;30;37;67;19;33;28;2;14;20;16;14;12;12;1
63GRDF;Guard;22;110;15;3;30;37;67;19;21;28;3;14;20;16;13;11;12;1
63GRDFEA;Guard;17;110;12;0;30;37;67;19;21;28;3;14;20;16;13;11;12;1
63GRDFN;Guard;22;110;14;0;30;37;67;19;21;28;3;14;20;16;13;11;12;1
63GRDFNA;Guard;17;110;12;0;30;37;67;19;21;28;3;14;20;16;13;11;12;1
63GRDFP;Guard;15;110;16;3;30;37;67;15;23;28;0;18;18;16;11;13;10;7
63GRDLW1;Guard;11;72;9;2;24;0;50;8;22;23;0;17;12;14;10;10;10;1
63GRDLW2;Guard;12;72;0;0;28;18;58;13;22;23;5;18;14;14;10;10;10;1
63GRDLW3;Guard;11;72;0;0;28;63;46;12;22;23;0;17;12;14;10;10;10;1
63GRDLW4;Guard;15;72;9;2;28;69;53;12;22;23;3;16;18;14;10;10;10;1
63GRDLW5;Guard;15;72;9;2;28;63;57;12;23;30;6;16;14;18;10;10;10;1
63GRDLW6;Guard;11;72;9;2;28;64;66;12;23;30;19;16;12;20;10;10;10;1
63GRDM;Guard;22;110;15;3;30;37;67;15;21;28;27;20;14;16;11;13;10;160
63GRDMD1;Guard;12;72;0;0;24;0;50;8;22;23;0;20;14;14;10;10;10;1
63GRDMD2;Guard;15;72;0;0;28;18;58;13;22;23;5;18;16;14;10;10;10;1
63GRDMD3;Guard;11;72;0;0;28;63;46;12;22;23;0;18;14;14;10;10;10;1
63GRDMD4;Guard;15;72;0;0;28;63;57;12;23;30;6;16;16;20;10;10;10;1
63GRDMD5;Guard;23;94;20;0;28;63;57;12;23;30;6;17;10;10;10;10;10;1
63GRDMD6;Guard;11;72;0;0;28;64;66;12;23;30;19;18;12;20;10;10;10;1
63GRDMEA;Guard;16;110;14;0;30;37;67;15;21;28;27;20;14;16;11;13;10;160
63GRDMN;Guard;22;110;14;0;30;37;67;15;21;28;27;20;14;16;11;13;10;160
63GRDMNA;Guard;16;110;14;0;30;37;67;15;21;28;27;20;14;16;11;13;10;160
